Id,SalePrice
1461,156945.453125
1462,164049.4375
1463,174804.171875
1464,174240.28125
1465,182316.875
1466,168384.46875
1467,170850.78125
1468,165896.953125
1469,179009.78125
1470,153290.65625
1471,174088.3125
1472,135004.015625
1473,135633.0
1474,163765.109375
1475,149586.96875
1476,262371.34375
1477,202398.296875
1478,214926.5
1479,218442.09375
1480,294760.3125
1481,239645.765625
1482,186736.0
1483,172038.125
1484,163929.953125
1485,172371.34375
1486,177987.5625
1487,251634.96875
1488,194460.859375
1489,178634.609375
1490,190726.375
1491,175655.78125
1492,135057.203125
1493,171176.96875
1494,225642.65625
1495,209247.328125
1496,190456.640625
1497,174566.453125
1498,169546.59375
1499,166182.296875
1500,159772.375
1501,171161.953125
1502,157914.875
1503,221261.65625
1504,207807.921875
1505,191062.078125
1506,173331.5625
1507,198713.671875
1508,190221.75
1509,166479.5625
1510,161262.453125
1511,163690.0
1512,170991.609375
1513,154147.96875
1514,163659.09375
1515,173419.53125
1516,164808.875
1517,165368.265625
1518,155915.484375
1519,191868.234375
1520,157636.21875
1521,158858.03125
1522,167070.109375
1523,150352.421875
1524,157394.359375
1525,155091.234375
1526,154214.71875
1527,151708.78125
1528,153831.921875
1529,169196.25
1530,170443.609375
1531,139112.8125
1532,130124.7578125
1533,163445.875
1534,147489.625
1535,162053.796875
1536,147169.140625
1537,101803.5078125
1538,165557.46875
1539,189559.125
1540,127808.015625
1541,171881.6875
1542,159958.515625
1543,189536.171875
1544,128274.6015625
1545,148192.609375
1546,156325.375
1547,159608.65625
1548,161532.28125
1549,156239.671875
1550,158111.84375
1551,144246.8125
1552,151297.421875
1553,166750.640625
1554,150935.546875
1555,171290.625
1556,131628.125
1557,136732.515625
1558,140189.71875
1559,118322.7578125
1560,154482.03125
1561,146335.4375
1562,156413.65625
1563,153325.453125
1564,168710.125
1565,160196.21875
1566,211057.484375
1567,130446.6875
1568,198883.359375
1569,160686.296875
1570,158492.578125
1571,150105.140625
1572,163913.390625
1573,206309.359375
1574,134399.484375
1575,195490.421875
1576,196924.484375
1577,181499.265625
1578,159147.359375
1579,161293.828125
1580,180503.4375
1581,163076.875
1582,157750.96875
1583,222419.328125
1584,190679.453125
1585,158603.859375
1586,115879.921875
1587,141294.078125
1588,170793.109375
1589,138422.0
1590,161119.03125
1591,141887.8125
1592,147080.734375
1593,159153.875
1594,150891.078125
1595,143126.59375
1596,198945.578125
1597,186029.640625
1598,193645.28125
1599,182627.328125
1600,177333.0625
1601,108812.1953125
1602,152112.53125
1603,123751.4453125
1604,208725.75
1605,195432.078125
1606,169845.671875
1607,169770.03125
1608,183710.359375
1609,174753.671875
1610,167278.484375
1611,162890.96875
1612,174191.9375
1613,164524.953125
1614,152898.78125
1615,136726.25
1616,130304.203125
1617,135849.1875
1618,153956.96875
1619,163007.515625
1620,164914.21875
1621,158758.21875
1622,160433.953125
1623,217440.90625
1624,187298.359375
1625,152066.84375
1626,163671.578125
1627,177901.53125
1628,220253.21875
1629,175162.296875
1630,243356.265625
1631,202318.59375
1632,201719.609375
1633,167024.546875
1634,172346.203125
1635,174381.09375
1636,164783.890625
1637,186630.78125
1638,186406.3125
1639,170619.734375
1640,209465.15625
1641,170564.25
1642,195441.015625
1643,198527.46875
1644,204426.234375
1645,182711.125
1646,166334.984375
1647,170040.15625
1648,157557.15625
1649,159894.46875
1650,150683.28125
1651,152474.328125
1652,140104.96875
1653,140357.875
1654,161607.0
1655,162508.65625
1656,163261.734375
1657,164037.546875
1658,160845.90625
