Id,SalePrice
1461,120200.515625
1462,60315.31640625
1463,320754.5625
1464,75122.7109375
1465,104061.7890625
1466,209427.0
1467,268582.03125
1468,161270.90625
1469,131910.734375
1470,255726.375
1471,29001.3828125
1472,660939.625
1473,413618.84375
1474,102659.6171875
1475,58708.734375
1476,383306.53125
1477,260947.75
1478,224721.375
1479,221773.109375
1480,251137.734375
1481,372486.1875
1482,262058.765625
1483,233895.546875
1484,308739.78125
1485,234942.6875
1486,244795.234375
1487,293528.28125
1488,105492.5625
1489,164037.234375
1490,91105.46875
1491,280685.875
1492,109230.4765625
1493,1207.7008056640625
1494,315585.75
1495,232754.484375
1496,212848.984375
1497,298081.59375
1498,276460.53125
1499,323384.96875
1500,409967.375
1501,101919.5
1502,295102.625
1503,193.16238403320312
1504,343827.125
1505,131214.765625
1506,189109.703125
1507,124933.1015625
1508,127610.3515625
1509,251519.078125
1510,142807.6875
1511,46331.75
1512,162065.234375
1513,16096.966796875
1514,49130.0
1515,413409.84375
1516,232576.75
1517,90126.7890625
1518,110674.0390625
1519,395011.46875
1520,258604.125
1521,199043.5
1522,186163.984375
1523,271108.625
1524,269495.71875
1525,329334.1875
1526,194030.703125
1527,110476.421875
1528,393680.53125
1529,96689.71875
1530,390814.75
1531,13825.3330078125
1532,73874.9296875
1533,62758.21484375
1534,42370.64453125
1535,168283.171875
1536,334203.46875
1537,68091.0546875
1538,286932.21875
1539,83388.5625
1540,286351.34375
1541,309358.40625
1542,765574.5
1543,79792.0390625
1544,211555.828125
1545,695387.625
1546,230308.421875
1547,206859.03125
1548,155148.484375
1549,209009.0
1550,141604.34375
1551,51319.9453125
1552,273395.0
1553,173440.53125
1554,236597.34375
1555,288056.0625
1556,34152.66015625
1557,150450.671875
1558,137606.609375
1559,47494.83984375
1560,29041.625
1561,153270.34375
1562,249443.484375
1563,189008.375
1564,164023.9375
1565,273799.1875
1566,760037.0625
1567,89310.7890625
1568,259334.671875
1569,127199.7890625
1570,320546.625
1571,779810.1875
1572,299772.6875
1573,57661.1796875
1574,7015.8388671875
1575,79275.9609375
1576,27311.029296875
1577,163288.671875
1578,29732.341796875
1579,62810.84375
1580,202368.765625
1581,75252.4921875
1582,112281.796875
1583,204437.546875
1584,243665.125
1585,152042.34375
1586,60345.0078125
1587,37800.8828125
1588,160355.953125
1589,81557.0625
1590,147010.0625
1591,224571.40625
1592,65347.8359375
1593,69475.09375
1594,1875.0709228515625
1595,38094.48828125
1596,82905.1015625
1597,151760.296875
1598,209991.390625
1599,10656.0986328125
1600,7941.11376953125
1601,72106.2421875
1602,50333.90234375
1603,136281.421875
1604,84985.421875
1605,203932.625
1606,245578.09375
1607,16867.48046875
1608,379409.59375
1609,125136.7734375
1610,250872.984375
1611,293237.3125
1612,114897.3515625
